#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-10-06
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1328666712.017415	C0iRVH2AUpeYfjNxlh	192.168.26.10	1052	64.209.36.19	80	1	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/ya/r/fUXoxkfRzaZ.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FMediafire-Movies%2F160422877326147&width=300&height=258&colorscheme=light&show_faces=true&border_color&stream=false&header=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	217524	200	OK	-	-	-	(empty)	-	-	-	-	-	FKCAqa4YKWaPdsXhae	text/plain
1328666712.043124	C8HxwN1UoSZ6A0PNJl	192.168.26.10	1054	64.209.36.48	80	1	GET	static.ak.fbcdn.net	/rsrc.php/v1/yb/r/Hynj4yCNjgt.css	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FMediafire-Movies%2F160422877326147&width=300&height=258&colorscheme=light&show_faces=true&border_color&stream=false&header=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	23450	200	OK	-	-	-	(empty)	-	-	-	-	-	FU5LDi3PUdh2jYD8Q1	text/plain
1328666712.067391	CVXFwC4DiKkMONDof7	192.168.26.10	1053	64.209.36.19	80	2	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/y8/r/HhTGm3DWwkk.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FMediafire-Movies%2F160422877326147&width=300&height=258&colorscheme=light&show_faces=true&border_color&stream=false&header=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	58457	200	OK	-	-	-	(empty)	-	-	-	-	-	FyadWXkjPVqwSimB2	text/plain
1328666712.076012	C82IUI3FhjRoj8JNw8	192.168.26.10	1055	199.21.148.17	80	1	GET	pub.clicksor.net	/newServing/img/logo.png	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1328666712.076317	CzvAwy1WTD8S4MPK61	192.168.26.10	1056	199.21.148.89	80	1	GET	serw.clicksor.com	/newServing/showbanner.php?nid=1&t6124.187105471721&zone=34472&chad=1&oe=utf-8&cs=&adtype=7&sid=364629&pid=198039&spid=0&adu=2&image=3&c1=#99CC33&c2=#FFFFFF&c3=#000000&c4=#666666&memkey=7276474b419589125419654edfd08b1b&qp=YF4lJzD7JSgl-SMy-ywu91tZYCcmLSJ9IjXzZl4r_CAufPxrYSUhL3srLSR9JTUh_F5lJSMs&bdurl=&lq=0&lb=129&orid=5317918	http://www.amoviesz.net/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8002	200	OK	-	-	-	(empty)	-	-	-	-	-	FX7Si43M2oY6SKP5c2	text/html
1328666712.336917	C4c1N3GkzfDCsEfIe	192.168.26.10	1035	199.21.148.17	80	8	GET	pub.clicksor.net	/newServing/js/banner.js	http://serw.clicksor.com/newServing/showbanner.php?nid=1&t6124.187105471721&zone=34472&chad=1&oe=utf-8&cs=&adtype=7&sid=364629&pid=198039&spid=0&adu=2&image=3&c1=%2399CC33&c2=%23FFFFFF&c3=%23000000&c4=%23666666&memkey=7276474b419589125419654edfd08b1b&qp=YF4lJzD7JSgl-SMy-ywu91tZYCcmLSJ9IjXzZl4r_CAufPxrYSUhL3srLSR9JTUh_F5lJSMs&bdurl=&lq=0&lb=129&orid=5317918	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	304	Not Modified	-	-	-	(empty)	-	-	-	-	-	-	-
1328666712.487944	C0iRVH2AUpeYfjNxlh	192.168.26.10	1052	64.209.36.19	80	2	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/yl/r/2PrHxs6kgHq.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FMediafire-Movies%2F160422877326147&width=300&height=258&colorscheme=light&show_faces=true&border_color&stream=false&header=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	448829	200	OK	-	-	-	(empty)	-	-	-	-	-	Fn6qVO3JpzKb2kY2dk	text/plain
1328666712.779932	CVXFwC4DiKkMONDof7	192.168.26.10	1053	64.209.36.19	80	3	GET	b.static.ak.fbcdn.net	/rsrc.php/v1/yT/r/S-zwMpyGNyT.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FMediafire-Movies%2F160422877326147&width=300&height=258&colorscheme=light&show_faces=true&border_color&stream=false&header=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42446	200	OK	-	-	-	(empty)	-	-	-	-	-	Fe6XzvQHFXH7uJlC8	text/plain
1328666712.82097	C8HxwN1UoSZ6A0PNJl	192.168.26.10	1054	64.209.36.48	80	2	GET	static.ak.fbcdn.net	/rsrc.php/v1/yt/r/iMi3qa9TIS-.js	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FMediafire-Movies%2F160422877326147&width=300&height=258&colorscheme=light&show_faces=true&border_color&stream=false&header=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	56980	200	OK	-	-	-	(empty)	-	-	-	-	-	FSjxBN3Qwl53UOPBak	text/plain
1328666713.047802	C8HxwN1UoSZ6A0PNJl	192.168.26.10	1054	64.209.36.48	80	3	GET	static.ak.fbcdn.net	/rsrc.php/v1/ye/r/6yRJ17URe8q.gif	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Fpages%2FMediafire-Movies%2F160422877326147&width=300&height=258&colorscheme=light&show_faces=true&border_color&stream=false&header=false	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	6652	200	OK	-	-	-	(empty)	-	-	-	-	-	FUjNs8KzWwHIO0csl	image/gif
