#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-16-30
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1373876389.588571	C522nO3ijRRLrL3jth	192.168.46.10	1030	171.66.121.222	80	1	GET	bmj.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	223	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FsOXtKqNORXeXq5H6	text/html
1373876391.390015	C5m8A34YodCVKPcnZf	192.168.46.10	1034	93.184.216.229	80	5	GET	eso-cdn.www.bmj.com	/sites/default/files/imagecache/bmj_channel_carousel_thumb/attachments/bmj-article/2013/07/nicotinereplacementproducts.jpg	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	997	200	OK	-	-	-	(empty)	-	-	-	-	-	FaAZIw8SKh4HzYNB7	image/jpeg
1373876391.390282	C7k9Lx3DNXfVWYZr6h	192.168.46.10	1041	93.184.216.229	80	3	GET	eso-cdn.resources.bmj.com	/repository/images/bmj-quality.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4066	200	OK	-	-	-	(empty)	-	-	-	-	-	FRS0DE1nXbecOTI0K9	image/gif
1373876391.39051	C097sX2s7NOfZqkt1l	192.168.46.10	1042	93.184.216.229	80	3	GET	eso-cdn.resources.bmj.com	/repository/images/quality-fair.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	8632	200	OK	-	-	-	(empty)	-	-	-	-	-	FJVf4X2pjg8IVQB7l	image/gif
1373876391.415214	C7k9Lx3DNXfVWYZr6h	192.168.46.10	1041	93.184.216.229	80	4	GET	eso-cdn.resources.bmj.com	/repository/images/careers-fair.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4987	200	OK	-	-	-	(empty)	-	-	-	-	-	Fw6K9u3TVegHszGfi	image/gif
1373876391.41543	C097sX2s7NOfZqkt1l	192.168.46.10	1042	93.184.216.229	80	4	GET	eso-cdn.resources.bmj.com	/repository/images/doc2doc.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3493	200	OK	-	-	-	(empty)	-	-	-	-	-	F3ZRAC1kCGoxKP5e27	image/gif
1373876391.414988	C5m8A34YodCVKPcnZf	192.168.46.10	1034	93.184.216.229	80	6	GET	eso-cdn.www.bmj.com	/sites/default/files/imagecache/bmj_home_thumb/attachments/bmj-article/2013/07/infantilecolic.jpg	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1904	200	OK	-	-	-	(empty)	-	-	-	-	-	FPAHkk46OaY1DoO9Y1	image/jpeg
1373876391.414693	CnD1s2430VTvVOu5Ji	192.168.46.10	1035	93.184.216.229	80	6	GET	eso-cdn.www.bmj.com	/sites/default/files/imagecache/bmj_home_thumb/attachments/bmj-article/2013/07/boardgame.jpg	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2667	200	OK	-	-	-	(empty)	-	-	-	-	-	FeYrHX2ysBV9vgaTV5	image/jpeg
1373876391.508383	C5m8A34YodCVKPcnZf	192.168.46.10	1034	93.184.216.229	80	7	GET	eso-cdn.www.bmj.com	/sites/default/files/imagecache/bmj_home_thumb/attachments/bmj-article/2013/07/exerciseclass.jpg	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3246	200	OK	-	-	-	(empty)	-	-	-	-	-	Fb0jPI2c0tvjlknKh8	image/jpeg
1373876391.508629	CnD1s2430VTvVOu5Ji	192.168.46.10	1035	93.184.216.229	80	7	GET	eso-cdn.www.bmj.com	/sites/default/files/imagecache/bmj_home_thumb/attachments/bmj-article/2013/07/chickenfarm.jpg	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3326	200	OK	-	-	-	(empty)	-	-	-	-	-	FYVeE5VpHEuKdM6Sj	image/jpeg
1373876391.513864	C5m8A34YodCVKPcnZf	192.168.46.10	1034	93.184.216.229	80	8	GET	eso-cdn.www.bmj.com	/sites/default/modules/custom/bmj_views/images/load-indicator.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1399	200	OK	-	-	-	(empty)	-	-	-	-	-	FHOsC3J8J6iYzScrd	image/gif
1373876391.514114	CnD1s2430VTvVOu5Ji	192.168.46.10	1035	93.184.216.229	80	8	GET	eso-cdn.www.bmj.com	/sites/default/modules/custom/bmj_views/images/bg-nav.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	81	200	OK	-	-	-	(empty)	-	-	-	-	-	FS0ntf1iANpBYree58	image/gif
1373876391.567566	C5m8A34YodCVKPcnZf	192.168.46.10	1034	93.184.216.229	80	9	GET	eso-cdn.www.bmj.com	/sites/default/themes/bmj/images/bmj-sprite.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	56762	200	OK	-	-	-	(empty)	-	-	-	-	-	F95lGR1aSVJNmdw28c	image/gif
1373876391.594937	CnD1s2430VTvVOu5Ji	192.168.46.10	1035	93.184.216.229	80	9	GET	eso-cdn.www.bmj.com	/sites/default/modules/custom/bmj_views/images/bg-transparent.png	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	430	200	OK	-	-	-	(empty)	-	-	-	-	-	F3cmkI14xRN4y9tkFf	image/png
1373876391.50704	C4zCDo2Y7ezKXmYxmb	192.168.46.10	1045	83.217.237.107	80	1	GET	group.bmj.com	/repository/images/pixel.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FGP7SF1HLlZMLVV9N6	image/gif
1373876391.891863	C38WRJ3IoSL8T2IXnh	192.168.46.10	1037	171.67.126.77	80	3	GET	www.bmj.com	/sites/default/files/attachments/2012/10/opendata-logo-sml2.jpg	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2861	200	OK	-	-	-	(empty)	-	-	-	-	-	Ft3hbL2ar5njosWWi7	image/jpeg
1373876391.768806	C5m8A34YodCVKPcnZf	192.168.46.10	1034	93.184.216.229	80	10	GET	eso-cdn.www.bmj.com	/sites/default/themes/bmj/images/bmj-sprite.png	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	154124	200	OK	-	-	-	(empty)	-	-	-	-	-	FgNy1z29QKHuNhj6h2	image/png
1373876392.00369	CKbB4s3VHmhJHBnaEe	192.168.46.10	1036	171.67.126.77	80	4	GET	www.bmj.com	/sites/default/files/call-out.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2886	200	OK	-	-	-	(empty)	-	-	-	-	-	FkqHPI1P8zS6VK1u82	image/gif
1373876392.064618	CMsiBV2EcqqHJOyP9d	192.168.46.10	1047	72.21.91.19	80	1	GET	i0.poll.fm	/swf/storage.swf	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1892	200	OK	-	-	-	(empty)	-	-	-	-	-	FaeQHk32shvEjXQvyh	application/x-shockwave-flash
1373876392.080445	CJMLAG4gQHMXxY1q5k	192.168.46.10	1048	64.94.107.62	80	1	GET	pixel.quantserve.com	/pixel?a.1=p-18-mFEk4J448M&a.2=p-ab3gTb8xb3dLg&labels.1=type.polldaddy.poll	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FbxM7n3U3RXjKKxHLa	image/gif
1373876392.064978	C38WRJ3IoSL8T2IXnh	192.168.46.10	1037	171.67.126.77	80	4	GET	www.bmj.com	/content/current/cover	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1373876392.216792	CnD1s2430VTvVOu5Ji	192.168.46.10	1035	93.184.216.229	80	10	GET	eso-cdn.www.bmj.com	/sites/default/files/7916.cover_280.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	37290	200	OK	-	-	-	(empty)	-	-	-	-	-	FyfnLdzIHKOWdOxt6	image/gif
1373876392.291474	C7Sgzm4unooqkRj70k	192.168.46.10	1051	96.17.148.88	80	1	GET	fpdownload2.macromedia.com	/get/flashplayer/update/current/xml/version_en_win_ax.xml	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1205	200	OK	-	-	-	(empty)	-	-	-	-	-	FukBs14OQPcReXQXug	text/plain
1373876392.277777	CpVWHn4tTkc3JwsJKb	192.168.46.10	1050	198.105.223.197	80	1	GET	ads.epomcdn.com	/placeholder-tXNGz.js?filter=l0bfz	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	179	200	OK	-	-	-	(empty)	-	-	-	-	-	F42QUnNRFkED9fNt6	text/plain
1373876392.579723	CKbB4s3VHmhJHBnaEe	192.168.46.10	1036	171.67.126.77	80	5	GET	www.bmj.com	/sites/default/themes/bmj/images/flowplayer/play_large.png	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5246	200	OK	-	-	-	(empty)	-	-	-	-	-	FNwyox4LZItPidtPIg	image/png
1373876392.599203	CKbB4s3VHmhJHBnaEe	192.168.46.10	1036	171.67.126.77	80	6	GET	www.bmj.com	/sites/default/files/imagecache/bmj_podcast_widget_pane/animalantibs-pod.jpg	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	38328	200	OK	-	-	-	(empty)	-	-	-	-	-	FSmWGA1ib3Ip1gH7a4	image/jpeg
1373876391.610221	CFfvH94ZxHWPZBiipl	192.168.46.10	1046	83.217.237.107	80	1	GET	resources.bmj.com	/repository/images/bmj-group-sprite.png	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	90520	200	OK	-	-	-	(empty)	-	-	-	-	-	Fl687R1C3jSQLzXPh3	image/png
1373876392.606327	CysWAB2oYhBDCANw4d	192.168.46.10	1052	171.67.126.77	80	1	GET	www.bmj.com	/sites/default/files/imagecache/bmj_video_widget_image/attachments/video/2013/07/kstrand.png	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	244977	200	OK	-	-	-	(empty)	-	-	-	-	-	FUpVIJ2vHZnSCVH6Ud	image/png
1373876392.902106	CqlDsU2kHXiy75fTrb	192.168.46.10	1057	208.71.125.86	80	1	GET	oasc05134.247realmedia.com	/RealMedia/ads/adstream_jx.ads/BMJbmj/healthfitness /1{TIME_DATE_STAMP}@Right1	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1726	200	OK	-	-	-	(empty)	-	-	-	-	-	FZjoCc2KVNPHOaXwga	text/html
1373876392.278015	CIpBJC2pJ1fvUtf2Qb	192.168.46.10	1049	83.217.237.107	80	1	GET	resources.bmj.com	/repository/images/bmj-group-sprite.gif	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	34924	200	OK	-	-	-	(empty)	-	-	-	-	-	FK4al34ls2NFFzTvm3	image/gif
1373876393.01053	CHtrhs4UzbRdgMGO6l	192.168.46.10	1060	74.125.239.4	80	1	GET	www.google-analytics.com	/ga.js	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	39714	200	OK	-	-	-	(empty)	-	-	-	-	-	FBnPYPqXeMAixHzV4	text/plain
1373876393.018737	CCNIeH2IT5TtAqEWtd	192.168.46.10	1061	23.79.175.139	80	1	GET	connect.facebook.net	/en_US/all.js	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	171555	200	OK	-	-	-	(empty)	-	-	-	-	-	F5LyRHZ1Fl3Sj6C7i	text/plain
1373876393.066924	CHtrhs4UzbRdgMGO6l	192.168.46.10	1060	74.125.239.4	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.4.3&utms=1&utmn=1052876344&utmhn=www.bmj.com&utme=8(5!subscription_type)9(5!not subscribed)11(5!2)&utmcs=utf-8&utmsr=800x600&utmvp=784x463&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Home | BMJ&utmhid=2074636774&utmr=-&utmp=/&utmht=1373890674890&utmac=UA-432960-5&utmcc=__utma=179606583.1774737705.1373890675.1373890675.1373890675.1;+__utmz=179606583.1373890675.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=qQ~	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FOEFNv4YqCYx67Lvcf	image/gif
1373876393.008013	C9nCPa4z1dWUCUdmGj	192.168.46.10	1058	74.125.224.188	80	1	GET	ad.doubleclick.net	/adi/N6092.273810.247REALMEDIA.COM/B7695239.8;sz=160x600;click0=http://oasc05134.247realmedia.com/RealMedia/ads/click_lx.ads/BMJbmj/healthfitness /1{TIME_DATE_STAMP}/L6/407464078/Right1/BBN/BCN2013050392_002c_Chrysler/Chrysler_SMB_July_160.html/514f75625531486a73444d41446a6663?;ord=407464078?	http://www.bmj.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	11256	200	OK	-	-	-	(empty)	-	-	-	-	-	FM8ZiB3708jFeQ0oEa	text/html
1373876393.416332	C1UMPQ2LtnpgDvy3ac	192.168.46.10	1063	74.125.224.187	80	1	GET	s0.2mdn.net	/3161516/plcr_2550745_0_1366644966227.js	http://ad.doubleclick.net/adi/N6092.273810.247REALMEDIA.COM/B7695239.8;sz=160x600;click0=http://oasc05134.247realmedia.com/RealMedia/ads/click_lx.ads/BMJbmj/healthfitness%20/1{TIME_DATE_STAMP}/L6/407464078/Right1/BBN/BCN2013050392_002c_Chrysler/Chrysler_SMB_July_160.html/514f75625531486a73444d41446a6663?;ord=407464078?	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5046	200	OK	-	-	-	(empty)	-	-	-	-	-	FzuBFMpAmxHCUqIh1	text/plain
