#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-23-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1337801078.608722	CppZWE49xuKesZFUxi	192.168.27.10	1030	216.146.38.125	80	1	GET	toytowngermany.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1337801119.135415	CBUrnX3t8BhhD2fcQl	192.168.27.10	1093	208.46.163.72	80	2	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/573701_100001940781747_2043302157_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2326	200	OK	-	-	-	(empty)	-	-	-	-	-	FPhqp5H65o4IDumc6	image/jpeg
1337801119.184871	CBUrnX3t8BhhD2fcQl	192.168.27.10	1093	208.46.163.72	80	3	GET	profile.ak.fbcdn.net	/hprofile-ak-ash2/370452_1198441189_2042081642_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2530	200	OK	-	-	-	(empty)	-	-	-	-	-	FTeaX92WMUzPC128D1	image/jpeg
1337801119.184406	CSBDy61YZhnwuUjEQ4	192.168.27.10	1094	208.46.163.72	80	2	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/372675_100001250022797_251507644_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2608	200	OK	-	-	-	(empty)	-	-	-	-	-	Fw0tA62vdrjDO40ky7	image/jpeg
1337801119.202055	CANG3Z1b8UldffX5Y8	192.168.27.10	1067	198.87.51.50	80	5	GET	static.ak.fbcdn.net	/rsrc.php/v1/y7/r/ql9vukDCc4R.png	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1177	200	OK	-	-	-	(empty)	-	-	-	-	-	FjDyM41ZjDmE7lpnQi	image/png
1337801119.216186	CBUrnX3t8BhhD2fcQl	192.168.27.10	1093	208.46.163.72	80	4	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/371117_1146557060_1944589843_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2673	200	OK	-	-	-	(empty)	-	-	-	-	-	FaPYEO3KNhgeAPkvPi	image/jpeg
1337801119.216584	CSBDy61YZhnwuUjEQ4	192.168.27.10	1094	208.46.163.72	80	3	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/370195_1640030278_1102737017_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2608	200	OK	-	-	-	(empty)	-	-	-	-	-	FqPFMp2TtGb1uj63Eg	image/jpeg
1337801119.096592	CfIi4yeRXYvNDtXe2	192.168.27.10	1092	193.46.63.123	80	1	GET	thelocal.ivwbox.de	/cgi-bin/ivw/CP/tthome;d41d8cd98f00b204e9800998ecf8427e.cgi?r=&d=11681.837115216352	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1	302	FOUND	-	-	-	(empty)	-	-	-	-	-	FlV03bd0ejVnfgW0a	application/octet-stream
1337801119.410484	CSBDy61YZhnwuUjEQ4	192.168.27.10	1094	208.46.163.72	80	4	GET	profile.ak.fbcdn.net	/hprofile-ak-ash2/370378_100000617255377_944498702_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1968	200	OK	-	-	-	(empty)	-	-	-	-	-	FpxuYw2iL7W8X7hzI4	image/jpeg
1337801119.410218	CBUrnX3t8BhhD2fcQl	192.168.27.10	1093	208.46.163.72	80	5	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/573205_696997832_1174080745_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1623	200	OK	-	-	-	(empty)	-	-	-	-	-	FpaILIF46I7RPAhfl	image/jpeg
1337801119.596994	CBUrnX3t8BhhD2fcQl	192.168.27.10	1093	208.46.163.72	80	6	GET	profile.ak.fbcdn.net	/hprofile-ak-ash2/370157_1525512693_425889765_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2276	200	OK	-	-	-	(empty)	-	-	-	-	-	FJRhWs1q3uEBwoQSWi	image/jpeg
1337801119.597613	CSBDy61YZhnwuUjEQ4	192.168.27.10	1094	208.46.163.72	80	5	GET	profile.ak.fbcdn.net	/hprofile-ak-ash2/573479_1794205503_1079013976_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2664	200	OK	-	-	-	(empty)	-	-	-	-	-	FAlogF2ni4Hr5j1K3e	image/jpeg
1337801119.597358	CoPlpA4wGlS5HjDEd2	192.168.27.10	1095	193.46.63.123	80	1	GET	thelocal.ivwbox.de	/blank.gif	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	43	200	OK	-	-	-	(empty)	-	-	-	-	-	FCwTWO3vQelkSavoth	image/gif
1337801119.840412	CBUrnX3t8BhhD2fcQl	192.168.27.10	1093	208.46.163.72	80	7	GET	profile.ak.fbcdn.net	/hprofile-ak-snc4/157204_100000392256661_200944150_q.jpg	http://www.facebook.com/plugins/likebox.php?href=http%3A%2F%2Fwww.facebook.com%2Ftoytowngermany&width=300&colorscheme=light&connections=10&stream=false&header=true&height=287	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3292	200	OK	-	-	-	(empty)	-	-	-	-	-	FxuoLn3j76DEtwV4ef	image/jpeg
1337801121.196378	ChCGC14xBMs5nba2dj	192.168.27.10	1096	173.194.79.149	80	1	GET	ad.doubleclick.net	/activity;src=3164974;met=1;v=1;pid=81190730;aid=257604042;ko=0;cid=48390045;rid=48390078;rv=1;&timestamp=1337815398031;eid1=2;ecn1=1;etm1=6;eid2=16;ecn2=1;etm2=0;eid3=11;ecn3=1;etm3=0;eid4=12;ecn4=1;etm4=0;	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1337801121.220904	ChCGC14xBMs5nba2dj	192.168.27.10	1096	173.194.79.149	80	2	GET	ad.doubleclick.net	/activity;src=3164974;met=1;v=1;pid=81190730;aid=257604042;ko=0;cid=48390045;rid=48390078;rv=1;&timestamp=1337815398031;eid1=2;ecn1=1;etm1=6;eid2=16;ecn2=1;etm2=0;eid3=11;ecn3=1;etm3=0;eid4=12;ecn4=1;etm4=0;&_dc_ck=try	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42	200	OK	-	-	-	(empty)	-	-	-	-	-	FcBK0F2Wzd7DTXqpCi	image/gif
1337801116.982369	C389po242nASr6ZTyb	192.168.27.10	1065	46.20.229.2	80	2	GET	www.toytowngermany.com	/xtra/adverts/berlin_apartments.jpg	http://www.toytowngermany.com/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1337801118.32634	C0iIga1nON6YAGndTi	192.168.27.10	1091	173.194.53.115	80	1	GET	v9.nonxt8.googlevideo.com	/StudioFiles/videos/230866/467278/1337301132404_video.flv?redirect_counter=1	http://s0.2mdn.net/3164974/PID_2053948_yt_serena_300x250_Video.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1408686	200	OK	-	-	-	(empty)	-	-	-	-	-	F2VDDG2gPEFBbg4BW3	video/x-flv
1337801118.327984	CicGxz45chX7zej3Ml	192.168.27.10	1090	173.194.7.22	80	1	GET	v2.nonxt1.googlevideo.com	/StudioFiles/videos/230866/467278/1337301132404_video.flv?redirect_counter=1	http://s0.2mdn.net/3164974/PID_2053948_yt_serena_300x250_Video.swf	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1408686	200	OK	-	-	-	(empty)	-	-	-	-	-	FLd9fD3kypSlOSuBdh	video/x-flv
1337801131.763435	CPy7OxBbIOr5oIZcl	192.168.27.10	1097	91.229.91.170	80	1	GET	ads.sharethewords.net	/in/cordcoun/earnnted.jar	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	9927	200	OK	-	-	-	(empty)	-	-	-	-	-	F4N8HE3LpzfsRrNX24	application/jar
1337801134.855294	ChCGC14xBMs5nba2dj	192.168.27.10	1096	173.194.79.149	80	3	GET	ad.doubleclick.net	/activity;src=3164974;met=1;v=1;pid=81190730;aid=257604042;ko=0;cid=48390045;rid=48390078;rv=1;&timestamp=1337815411343;eid1=2;ecn1=0;etm1=13;eid4=12;ecn4=0;etm4=13;	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1337801135.413682	ChCGC14xBMs5nba2dj	192.168.27.10	1096	173.194.79.149	80	4	GET	ad.doubleclick.net	/activity;src=3164974;met=1;v=1;pid=81190730;aid=257604042;ko=0;cid=48390045;rid=48390078;rv=1;&timestamp=1337815411343;eid1=2;ecn1=0;etm1=13;eid4=12;ecn4=0;etm4=13;&_dc_ck=try	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42	200	OK	-	-	-	(empty)	-	-	-	-	-	Fps1pow2SPCPmTJWb	image/gif
1337801138.524038	CkJvYr4E1I67O6QQq1	192.168.27.10	1099	91.229.91.170	80	1	GET	ads.sharethewords.net	/in/langaban.php?showforum=array	-	Mozilla/4.0 (Windows XP 5.1) Java/1.6.0_10	0	92672	200	OK	-	-	-	(empty)	-	-	-	-	-	FWZv1V1SK2SuP0QZ1l	application/x-dosexec
1337801150.721348	ChCGC14xBMs5nba2dj	192.168.27.10	1096	173.194.79.149	80	5	GET	ad.doubleclick.net	/activity;src=3164974;met=1;v=1;pid=81190730;aid=257604042;ko=0;cid=48390045;rid=48390078;rv=1;&timestamp=1337815426937;eid1=2;ecn1=0;etm1=16;eid4=12;ecn4=0;etm4=16;eid5=18;ecn5=1;etm5=0;eid6=13;ecn6=1;etm6=0;	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	0	302	Found	-	-	-	(empty)	-	-	-	-	-	-	-
1337801150.753963	ChCGC14xBMs5nba2dj	192.168.27.10	1096	173.194.79.149	80	6	GET	ad.doubleclick.net	/activity;src=3164974;met=1;v=1;pid=81190730;aid=257604042;ko=0;cid=48390045;rid=48390078;rv=1;&timestamp=1337815426937;eid1=2;ecn1=0;etm1=16;eid4=12;ecn4=0;etm4=16;eid5=18;ecn5=1;etm5=0;eid6=13;ecn6=1;etm6=0;&_dc_ck=try	http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-0953829391660321&output=html&h=250&slotname=5617333748&w=300&lmt=1337815388&ea=0&flash=10.0.32.18&url=http%3A%2F%2Fwww.toytowngermany.com%2F&dt=1337815388750&shv=r20120516&jsv=r20110914&saldr=1&prev_slotnames=6738056085%2C5617333748&correlator=1337815362062&frm=20&adk=1206292463&ga_vid=1917109786.1337815362&ga_sid=1337815362&ga_hid=877314924&ga_fc=0&u_tz=-240&u_his=0&u_java=1&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&dff=arial&dfs=13&adx=504&ady=6805&biw=780&bih=438&oid=3&fu=0&ifi=3&dtd=125	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	42	200	OK	-	-	-	(empty)	-	-	-	-	-	FGsSKE3DhRS19eDu5i	image/gif
#close	2014-04-03-10-23-02
