#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2014-04-03-10-38-02
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	table[enum]	string	string	table[string]	vector[string]	vector[string]	vector[string]	vector[string]
1323467221.570831	Cv7jHK2xmttZGy7jci	192.168.85.10	1030	64.120.179.138	80	1	GET	aksheyaa.com	/	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	229	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FZXNeo2OPaW7RgGvid	text/html
1323467223.021312	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	5	GET	www.ace.ac.in	/images/logo.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	25573	200	OK	-	-	-	(empty)	-	-	-	-	-	F18hik44FxubwEeUw7	image/jpeg
1323467223.048851	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	6	GET	www.ace.ac.in	/textanim.js	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3186	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc9bGe3izDhdWrAHv9	text/plain
1323467223.43499	CCvjn73d8tcqWxPbG1	192.168.85.10	1033	74.125.65.101	80	2	GET	www.google-analytics.com	/__utm.gif?utmwv=5.2.2&utms=1&utmn=233193290&utmhn=www.ace.ac.in&utmcs=iso-8859-1&utmsr=800x600&utmsc=24-bit&utmul=en-us&utmje=1&utmfl=10.0 r32&utmdt=Top Engineering Colleges | Best Engineering Institute | Aksheyaa College of Engineering Kanchipuram, Tamil Nadu, India - Approved by AICTE, New Delhi and Affiliated to Anna University Chennai&utmhid=105917167&utmr=-&utmp=/&utmac=UA-6313544-3&utmcc=__utma=164913583.110601660.1323481504.1323481504.1323481504.1;+__utmz=164913583.1323481504.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none);&utmu=q~	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FAvmfvQnOC9Pdy06b	image/gif
1323467223.487759	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	6	GET	www.ace.ac.in	/images/isoef.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	32534	200	OK	-	-	-	(empty)	-	-	-	-	-	FJMQR8gx7EjehBlma	image/jpeg
1323467223.489285	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	7	GET	www.ace.ac.in	/images/image1.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	70285	200	OK	-	-	-	(empty)	-	-	-	-	-	FeJbow4PAOiElhQICg	image/jpeg
1323467223.666827	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	8	GET	www.ace.ac.in	/images/p01.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	63797	200	OK	-	-	-	(empty)	-	-	-	-	-	FM9IAf2LQzAg9yn5xj	image/jpeg
1323467223.64781	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	7	GET	www.ace.ac.in	/images/image7.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	69499	200	OK	-	-	-	(empty)	-	-	-	-	-	FtFBet2GY8Kijvp9s7	image/jpeg
1323467223.810091	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	9	GET	www.ace.ac.in	/images/p02.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	59728	200	OK	-	-	-	(empty)	-	-	-	-	-	FkRZRl36LHAi06ZK6a	image/jpeg
1323467224.053488	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	10	GET	www.ace.ac.in	/images/p03.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	62111	200	OK	-	-	-	(empty)	-	-	-	-	-	FJnbQL1Y2ezWwGlOXf	image/jpeg
1323467224.050506	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	8	GET	www.ace.ac.in	/images/image4.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	74940	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqr7KS1FIAg88MqxEd	image/jpeg
1323467224.227757	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	11	GET	www.ace.ac.in	/images/image6.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	46573	200	OK	-	-	-	(empty)	-	-	-	-	-	Fgzd2C1nIk0mXldXB1	image/jpeg
1323467224.233286	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	9	GET	www.ace.ac.in	/images/p04.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	57819	200	OK	-	-	-	(empty)	-	-	-	-	-	FopDmR3hjwevaKaRO4	image/jpeg
1323467224.334331	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	12	GET	www.ace.ac.in	/images/p05.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	69368	200	OK	-	-	-	(empty)	-	-	-	-	-	FqsYxw3WlefLltl68d	image/jpeg
1323467224.392535	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	10	GET	www.ace.ac.in	/images/image2.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	60407	200	OK	-	-	-	(empty)	-	-	-	-	-	FcNUBsdQp4SmdNjU4	image/jpeg
1323467224.508815	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	11	GET	www.ace.ac.in	/images/ISO.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3898	200	OK	-	-	-	(empty)	-	-	-	-	-	F13zrl3Xw3YGuSmonh	image/jpeg
1323467224.508491	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	13	GET	www.ace.ac.in	/images/BordOFGoverners.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	4137	200	OK	-	-	-	(empty)	-	-	-	-	-	FFJyY2173d26OrZby	image/jpeg
1323467224.617731	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	12	GET	www.ace.ac.in	/images/AdvisoryCouncil.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3554	200	OK	-	-	-	(empty)	-	-	-	-	-	FGl9ub2RftuXyedj2l	image/jpeg
1323467224.623317	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	14	GET	www.ace.ac.in	/images/NAR.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3582	200	OK	-	-	-	(empty)	-	-	-	-	-	FZzUar11DGduvVe2E9	image/jpeg
1323467224.714016	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	13	GET	www.ace.ac.in	/images/Aut.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3355	200	OK	-	-	-	(empty)	-	-	-	-	-	FpIaQi49SUx76D4FT2	image/jpeg
1323467224.725914	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	15	GET	www.ace.ac.in	/images/CSI.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2969	200	OK	-	-	-	(empty)	-	-	-	-	-	FVSnFE2jluvKnWj5r1	image/jpeg
1323467224.801284	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	14	GET	www.ace.ac.in	/images/ICT.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2547	200	OK	-	-	-	(empty)	-	-	-	-	-	FyGFat3Wm6qud9UaJ1	image/jpeg
1323467224.822172	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	16	GET	www.ace.ac.in	/images/IETE.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3056	200	OK	-	-	-	(empty)	-	-	-	-	-	FVesIm3028VfcMIRW1	image/jpeg
1323467224.881738	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	15	GET	www.ace.ac.in	/images/ISTE.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2833	200	OK	-	-	-	(empty)	-	-	-	-	-	FOabLP1o4MhAQTQs15	image/jpeg
1323467224.8984	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	17	GET	www.ace.ac.in	/images/CSTAR.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3035	200	OK	-	-	-	(empty)	-	-	-	-	-	FaHg6hvjGlAuWCNy7	image/jpeg
1323467224.95837	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	16	GET	www.ace.ac.in	/blank.gif	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	807	200	OK	-	-	-	(empty)	-	-	-	-	-	FxVrSRr6kEbrlyFfh	image/gif
1323467224.971878	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	18	GET	www.ace.ac.in	/arrow_r.gif	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	829	200	OK	-	-	-	(empty)	-	-	-	-	-	Fv7h472jwff2o8cCI8	image/gif
1323467225.04733	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	17	GET	www.ace.ac.in	/ConferancePhots/ICONECE.JPG	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9823	200	OK	-	-	-	(empty)	-	-	-	-	-	FFLghh1CXPKuF4kqkk	image/jpeg
1323467225.054697	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	19	GET	www.ace.ac.in	/ConferancePhots/BllodIcon.JPG	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5400	200	OK	-	-	-	(empty)	-	-	-	-	-	Fw2X68eb3ZdziRNTe	image/jpeg
1323467225.144823	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	18	GET	www.ace.ac.in	/images/UpcomingEvents.gif	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1631	200	OK	-	-	-	(empty)	-	-	-	-	-	FVpJLg2DBpCxfwdSOj	image/gif
1323467225.151555	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	20	GET	www.ace.ac.in	/images/career.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	12435	200	OK	-	-	-	(empty)	-	-	-	-	-	FRqDXs3QOxBvnK3ds6	image/jpeg
1323467225.233493	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	19	GET	www.ace.ac.in	/images/new_e0.gif	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	9167	200	OK	-	-	-	(empty)	-	-	-	-	-	FXAeXY384c0Y0Y5BPg	image/gif
1323467225.245927	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	21	GET	www.ace.ac.in	/images/RecentEvents2.JPG	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2610	200	OK	-	-	-	(empty)	-	-	-	-	-	FjYUXt3i3SmEPkRxUh	image/jpeg
1323467225.340244	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	20	GET	www.ace.ac.in	/images/RecentEvents.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2283	200	OK	-	-	-	(empty)	-	-	-	-	-	FWRLyKoCLqhYJGSff	image/jpeg
1323467225.342206	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	22	GET	www.ace.ac.in	/images/QuickLinks.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2189	200	OK	-	-	-	(empty)	-	-	-	-	-	F6TX5yBKoIxj2VCY9	image/jpeg
1323467225.427794	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	21	GET	www.ace.ac.in	/images/New_icons_10.gif	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	2574	200	OK	-	-	-	(empty)	-	-	-	-	-	FMnyrc3cjOKLEEwmG7	image/gif
1323467225.428046	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	23	GET	www.ace.ac.in	/scrollnews.js	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	7205	200	OK	-	-	-	(empty)	-	-	-	-	-	F6JQzv3g2IgZi9lXTj	text/html
1323467225.56614	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	24	GET	www.ace.ac.in	/images/newsbg.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	343	200	OK	-	-	-	(empty)	-	-	-	-	-	F30Vlf2VuwVOQexoUl	image/jpeg
1323467225.565838	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	22	GET	www.ace.ac.in	/images/marquees/function1/p1.JPG	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	47075	200	OK	-	-	-	(empty)	-	-	-	-	-	FTUb9A3JuTUXj0nhq	image/jpeg
1323467225.637333	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	25	GET	www.ace.ac.in	/images/marquees/function1/p2.JPG	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	46833	200	OK	-	-	-	(empty)	-	-	-	-	-	FUsFzf43HhVbpnvip7	image/jpeg
1323467225.69622	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	23	GET	www.ace.ac.in	/images/blue1.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3155	200	OK	-	-	-	(empty)	-	-	-	-	-	FxuBVQ1cdmZ7zH0uaj	image/jpeg
1323467225.874863	C5xsPM20Ssaqcy8LU2	192.168.85.10	1038	79.137.237.67	80	1	GET	allegiantcare.com	/main.php?page=98d3bf6d08596d13	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	154	302	Moved Temporarily	-	-	-	(empty)	-	-	-	-	-	F5icq64w411R9X3QK9	text/html
1323467226.511003	C7ZWMj28QrxRTinZmj	192.168.85.10	1039	188.40.61.79	80	1	GET	jyqs.org.in	/index.php?src=58&surl=allegiantcare.com&sport=80&suri=/main.php?page=98d3bf6d08596d13	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1199	200	OK	-	-	-	(empty)	-	-	-	-	-	FvXPifrwb5m380um3	text/html
1323467227.302658	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	26	GET	www.ace.ac.in	/images/about-bharath-o.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1635	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FWriGGnk9UvHMlXnd	text/html
1323467227.30347	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	24	GET	www.ace.ac.in	/images/programs-o.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1635	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FfMpbp1mVNfK2RoQu1	text/html
1323467227.380991	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	27	GET	www.ace.ac.in	/images/admission-o.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1635	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FBxaaNyBw3vlW1yy9	text/html
1323467227.381411	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	25	GET	www.ace.ac.in	/images/academics-o.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1635	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FbrZ8qEaHxaxIJAe4	text/html
1323467227.459784	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	28	GET	www.ace.ac.in	/images/research-o.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1635	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FGWp4x4lh5LeactQ0l	text/html
1323467227.460122	CgJ0CW1nh1MsjlA92l	192.168.85.10	1032	67.218.96.180	80	26	GET	www.ace.ac.in	/images/facilities-o.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1635	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FmMvy1389jry2tMkBe	text/html
1323467227.559843	CW1WHz2Nih7yCOtmA4	192.168.85.10	1031	67.218.96.180	80	29	GET	www.ace.ac.in	/images/campuslife-o.jpg	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	1635	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FbWby33kWUjulp5vsg	text/html
1323467227.787302	C7ZWMj28QrxRTinZmj	192.168.85.10	1039	188.40.61.79	80	2	GET	jyqs.org.in	/index2.php?src=58&gpr=11&tkr=12092145575199393&tkri=4ad9246240f00620fcd9d3495ebfe780&tkrb=64c1f8f2ce11e7dcaf988de341a0a91b&inframe=1	http://www.ace.ac.in/	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	5072	200	OK	-	-	-	(empty)	-	-	-	-	-	FUNMGA3Wv4l98qxdve	text/html
1323467228.039927	C7ZWMj28QrxRTinZmj	192.168.85.10	1039	188.40.61.79	80	3	GET	jyqs.org.in	/index5.php?src=58&gpr=11&tkr=12092145575199393&tkri=4ad9246240f00620fcd9d3495ebfe780&tkrb=64c1f8f2ce11e7dcaf988de341a0a91b	http://jyqs.org.in/index2.php?src=58&gpr=11&tkr=12092145575199393&tkri=4ad9246240f00620fcd9d3495ebfe780&tkrb=64c1f8f2ce11e7dcaf988de341a0a91b&inframe=1	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	16867	200	OK	-	-	-	(empty)	-	-	-	-	-	FTfR7p2k1SffcBoQ5e	text/html
1323467228.866852	C7ZWMj28QrxRTinZmj	192.168.85.10	1039	188.40.61.79	80	4	GET	jyqs.org.in	/index6.php?b=0&src=58&gpr=11&tkr=12092145575199393&tkri=4ad9246240f00620fcd9d3495ebfe780&tkrb=64c1f8f2ce11e7dcaf988de341a0a91b&e=3	http://jyqs.org.in/index5.php?src=58&gpr=11&tkr=12092145575199393&tkri=4ad9246240f00620fcd9d3495ebfe780&tkrb=64c1f8f2ce11e7dcaf988de341a0a91b	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	3195	200	OK	-	-	-	(empty)	-	-	-	-	-	FjnQy64MJx8AtZw5wc	text/plain
1323467229.000817	C7ZWMj28QrxRTinZmj	192.168.85.10	1039	188.40.61.79	80	5	GET	jyqs.org.in	/index4.php?src=58&gpr=11&tkr=12092145575199393&tkri=4ad9246240f00620fcd9d3495ebfe780&e=10&	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)	0	106496	200	OK	-	-	-	(empty)	-	-	-	-	-	FH4lxZ1LbKRFud4LQ6	application/x-dosexec
1323467240.166727	C3nnkC14NBq57VMoz2	192.168.85.10	1041	188.40.61.79	80	1	GET	rubop.co.in	http://rubop.co.in/count.php?u=351&e=591&r=1&sz=193700	-	Mozilla/4.0 (compatible; 2600.xpsp_sp2_rtm.040803-2158; uid=1b88000074050000a7538350; MSIE 6.0.2900.2180;)	0	19	200	OK	-	-	-	(empty)	-	-	-	-	-	FlTcuz40FsCTxEekYl	text/plain
1323467231.168058	CHw1Eu30QTpJ1vewB	192.168.85.10	1040	188.40.61.79	80	1	GET	rubop.co.in	http://rubop.co.in/data/591	-	Mozilla/4.0 (compatible; 2600.xpsp_sp2_rtm.040803-2158; uid=1b88000074050000a7538350; MSIE 6.0.2900.2180;)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1323467251.103609	C0M1Fd1mYmnyNOf6Al	192.168.85.10	1042	188.40.61.79	80	1	GET	rubop.co.in	http://rubop.co.in/data/584	-	Mozilla/4.0 (compatible; 2600.xpsp_sp2_rtm.040803-2158; uid=1b88000074050000a7538350; MSIE 6.0.2900.2180;)	0	291336	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqtdyq13e4wjG9VKh1	binary
1323467264.340073	CEcqWP1a0lJ0upty1j	192.168.85.10	1044	207.244.193.7	80	1	GET	lypacomipe.com	/1009000212	-	Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)	0	2	200	OK	-	-	-	(empty)	-	-	-	-	-	FSTmGI1X1WX0Wlz9Gg	text/plain
